drug_name,num_prescriber,total_cost
PIOGLITAZONE-GLIMEPIRIDE,129,713263.4500000007
COREG,237,711891.0399999997
OTREXUP,65,709993.6400000002
FORTICAL,619,709975.2299999994
ASCOMP WITH CODEINE,348,709329.1200000005
LACRISERT,91,708618.4799999995
ARIMIDEX,96,702986.77
NORETHINDRONE ACETATE,641,700345.04
NICARDIPINE HCL,254,695109.6099999998
ZORVOLEX,180,694928.54
OXISTAT,69,688255.4600000001
VERSACLOZ,22,687669.59
HYZAAR,335,685115.0300000005
QUININE SULFATE,261,677944.9099999995
RIFABUTIN,77,674712.0099999998
KLOR-CON,241,674135.3
CAMBIA,79,673392.41
NAFCILLIN SODIUM,60,672524.9099999999
MOEXIPRIL HCL,1105,671333.8999999992
INCRUSE ELLIPTA,146,668614.1699999997
UROXATRAL,88,666542.7500000001
ESTAZOLAM,736,659541.3100000003
COLISTIMETHATE,65,653230.9000000003
FLUOCINONIDE-E,263,653056.1699999996
ENTOCORT EC,31,652081.3099999999
WELLBUTRIN SR,154,651011.69
MIGRANAL,14,648742.21
DIFICID,13,646224.68
VASOTEC,56,644458.4099999998
SODIUM PHENYLBUTYRATE,4,643597.1599999999
QUINIDINE GLUCONATE,111,638073.5200000003
METHSCOPOLAMINE BROMIDE,239,635145.8999999994
ALPRAZOLAM ER,1145,631882.8399999997
ADVICOR,180,629608.53
CLARITHROMYCIN ER,416,629382.6
MOXEZA,98,628679.7800000004
MAXALT,73,628646.6799999999
ARIXTRA,13,626267.8599999999
INDOMETHACIN,1940,626251.0699999998
METHYLERGONOVINE MALEATE,16,624758.44
ZUBSOLV,118,623095.9399999998
VICODIN,461,616116.8900000002
EASY COMFORT PEN NEEDLES,572,614974.0200000006
CYSTADANE,20,612631.17
CHLORZOXAZONE,1055,612616.8800000001
DEPAKENE,66,608404.8300000002
KAZANO,94,601442.8700000002
FLEBOGAMMA DIF,8,596957.4
ULTRAM,138,591081.0900000001
ADDERALL,107,590116.8
SOLARAZE,18,588683.7200000002
ERYTHROCIN STEARATE,97,584050.33
SIGNIFOR,4,583627.79
BUPRENEX,16,577423.2
PAXIL CR,219,577249.8000000005
ZYCLARA,28,577223.99
ZESTRIL,155,570048.1199999999
RIBASPHERE,200,569084.6799999999
REQUIP XL,87,566417.7499999998
TAZORAC,68,564607.1400000001
GUANFACINE HCL ER,222,555927.92
ANTARA,82,554037.0299999998
VERAMYST,217,552146.1999999997
GEMCITABINE HCL,33,543754.57
TREANDA,5,541518.0700000001
CYSTARAN,11,538018.11
LINEZOLID,31,537622.03
FARESTON,31,533235.53
SODIUM BICARBONATE,428,532923.78
CORDRAN,70,531706.71
IMIPENEM-CILASTATIN SODIUM,168,528844.4300000002
PEN NEEDLE,1742,527371.01
KADCYLA,5,523989.68000000005
PRILOSEC,109,521659.95000000007
HUMIRA PEN PSORIASIS,6,517964.26999999996
SOTALOL AF,1291,514718.0200000009
CONCERTA,115,513319.52
HALOPERIDOL LACTATE,880,508529.84999999957
ZIPSOR,60,506808.7700000001
VICODIN HP,166,506416.37999999983
CEFAZOLIN SODIUM,427,505642.15000000014
ATACAND,303,505194.5500000001
ENTYVIO,8,504397.6100000001
PULMOZYME,10,503901.88999999996
MIRAPEX,97,502885.03999999986
ZOSYN,107,500678.7800000003
CAPTOPRIL-HYDROCHLOROTHIAZIDE,409,499401.23
CATAPRES-TTS 3,85,497699.43000000005
PAMELOR,22,496584.13000000006
CYTOMEL,317,496150.33999999997
PROMETHEGAN,141,495930.55
AROMASIN,48,495265.5799999999
VECTIBIX,5,494535.3
DDAVP,30,494367.88999999996
NITRO-DUR,240,493224.9800000003
DANAZOL,141,491885.26999999984
AMILORIDE-HYDROCHLOROTHIAZIDE,1521,491707.26999999955
DEXAMETHASONE SODIUM PHOSPHATE,760,486319.45000000036
SYMLINPEN 60,44,486143.58999999997
PROTRIPTYLINE HCL,204,485402.20000000007
STAXYN,54,483529.75999999983
COMFORT EZ,479,482601.69999999995
HYDROCORTISONE-ACETIC ACID,234,481649.55999999976
PHENYTEK,485,479865.5400000004
GLUCOPHAGE,300,479551.7799999999
ISRADIPINE,338,477731.2599999998
PEN NEEDLES,922,477269.0100000003
SYNRIBO,5,472685.85
ENTRESTO,63,470364.63999999996
RIDAURA,24,466779.8900000001
DEPEN,10,466098.22
FIORINAL WITH CODEINE #3,38,456722.8799999999
PATANASE,96,456565.78000000014
DISOPYRAMIDE PHOSPHATE,404,456377.78000000026
MEPERIDINE HCL,466,454213.41000000015
MAXALT MLT,71,447854.99000000005
PEXEVA,78,445901.84
ERYTHROMYCIN-BENZOYL PEROXIDE,201,444844.71000000014
NATPARA,4,443552.22
ANAFRANIL,14,442543.77
BUTALB-ACETAMINOPH-CAFF-CODEIN,88,441376.8800000002
NIMODIPINE,15,439600.44000000006
CLINDAMYCIN-BENZOYL PEROXIDE,93,439504.53
METHYLPHENIDATE HCL CD,162,439117.33999999985
ALTACE,196,438885.50999999966
SOMA,41,438770.1300000001
ACETYLCYSTEINE,417,437807.3100000002
NOVOTWIST,490,437427.6000000002
DISULFIRAM,343,437417.78
CODEINE SULFATE,416,436676.77000000014
ATROPINE SULFATE,802,435954.8200000006
TWINRIX,82,433974.25999999995
TOBRAMYCIN SULFATE,160,433920.9299999999
DESVENLAFAXINE ER,164,433759.9999999999
SULFACETAMIDE SODIUM,531,433722.45
LEVITRA,108,432933.80999999994
NALBUPHINE HCL,75,430184.7500000001
EPIVIR,180,428876.5999999999
CELEXA,141,428104.1899999998
MENEST,531,421349.85999999975
INNOPRAN XL,54,419331.17
MIGERGOT,31,419058.25
ORAP,215,418197.8499999996
CHLORDIAZEPOXIDE-AMITRIPTYLINE,377,416651.2900000002
CARDIZEM LA,208,414400.7699999998
MIMVEY,250,412674.3400000002
MARINOL,14,411795.68999999994
KLONOPIN,155,410462.23
MONOJECT INSULIN SYRINGE,609,410373.93
FULYZAQ,43,409710.39
AMPICILLIN SODIUM,147,403810.55000000005
DIPYRIDAMOLE,1061,403574.70999999973
GUANFACINE HCL,1967,400478.7499999993
TRILIPIX,139,400200.9399999997
METHAMPHETAMINE HCL,33,399017.7800000001
GLYSET,138,396367.0699999999
ALOSETRON HCL,19,394093.9199999999
SINEMET 25-100,108,391945.15999999986
SUPRAX,86,390117.22000000003
SINGLE USE SWAB,3936,389822.34000000026
SAIZEN,15,388799.89
OMNARIS,117,388510.8399999999
AFEDITAB CR,825,388215.42999999993
ZIAGEN,56,388202.7299999999
HEPSERA,25,388172.94999999995
BONIVA,121,386801.3499999998
SANDIMMUNE,53,384793.82
FOCALIN XR,76,381909.04999999993
AZTREONAM,34,380240.87000000005
PROAIR RESPICLICK,333,379132.4799999998
NIZATIDINE,938,375263.1300000002
SUCRAID,3,373392.93
STALEVO 100,41,371028.36999999994
OSMOPREP,103,368235.07999999996
PACERONE,307,368128.4399999998
AMIKACIN SULFATE,240,362893.1900000002
ALTOPREV,54,362387.76999999996
ISORDIL,35,359846.20000000007
RIOMET,95,358847.7500000001
EASY TOUCH,858,356879.63000000006
VITAMIN D2,1085,356238.85000000003
TETRACYCLINE HCL,96,354592.6900000001
ZETONNA,112,353735.78
LIDOCAINE HCL VISCOUS,1901,353188.9799999993
METHOXSALEN,8,352973.62999999995
CATAPRES-TTS 2,77,352514.16000000003
PARNATE,22,352172.7799999999
BICILLIN L-A,52,344177.45
SAVAYSA,71,339182.1300000002
HALOG,23,339153.01
PROGLYCEM,21,338582.67999999993
DEXMETHYLPHENIDATE HCL ER,109,338043.31
SORIATANE,20,335174.45999999996
PHENELZINE SULFATE,315,334710.1600000004
AMPICILLIN-SULBACTAM,176,332215.22
FLUOXETINE DR,162,331180.1900000002
PRED MILD,96,331116.01999999996
TESTRED,2,331079.05
FIRMAGON,23,329782.12000000005
CEFTAZIDIME,147,327912.19
DEPO-TESTOSTERONE,378,327542.4899999998
LITHOBID,64,323089.6399999999
PINNACAINE,3,321536.61
STALEVO 150,41,319650.32000000007
AVALIDE,130,318965.7600000002
GRISEOFULVIN ULTRAMICROSIZE,61,317147.8599999999
EURAX,33,317063.15
NAPRELAN,26,316321.70999999996
PROCARDIA XL,117,316281.07999999984
CADUET,83,315684.10999999975
CEFEPIME,76,313497.6899999999
EVOXAC,57,312702.9300000001
OXACILLIN SODIUM,31,311841.97
LORZONE,43,310655.6
TRAVASOL,68,309133.6400000001
CLICKFINE,838,307362.6800000003
HAVRIX,87,304901.9
RITALIN LA,72,304529.6700000001
REQUIP,61,303664.86
AMOXICILLIN-CLAVULANATE POT ER,160,303235.39000000013
NEOMYCIN SULFATE,705,303209.2900000002
"PANCRELIPASE 5000",196,300440.86000000004
CLONIDINE HCL ER,65,299387.24000000005
EMBEDA,26,299127.69999999995
EDLUAR,62,298885.3999999999
MONOJECT INSULIN SAFETY SYRNG,307,297714.81999999995
TRUEPLUS INSULIN SYRINGE,733,296487.27999999985
VECTICAL,83,293382.20999999996
FLUTAMIDE,165,293121.46
IRINOTECAN HCL,21,293013.67
NULOJIX,8,291171.39
DICLOXACILLIN SODIUM,457,290459.8100000001
NAPROXEN SODIUM CR,9,290102.49
ACETIC ACID,646,290087.0200000002
LAMOTRIGINE ODT,41,287684.12
TARKA,134,286651.65
BINOSTO,73,285702.57000000007
LIPOFEN,109,284696.96
ZIDOVUDINE,430,284088.33000000013
NITROLINGUAL,41,283136.58999999997
FOSAMAX PLUS D,142,283068.26999999996
DIPHENHYDRAMINE HCL,499,282099.82999999984
DIVIGEL,130,281467.99000000005
OPANA,14,279776.37
SANDOSTATIN,7,279283.85000000003
ELIPHOS,87,279262.89000000013
GENVOYA,6,279129.81
ROBAXIN,4,278906.16000000003
JINTELI,249,278541.36999999994
FLAVOXATE HCL,251,277502.1199999999
ASTEPRO,111,276355.87999999995
TYPHIM VI,65,276259.08999999997
FML FORTE,110,275111.68
PRAVACHOL,86,274840.16
TOLCAPONE,2,274440.87
CLARINEX,103,271147.2800000001
GLYXAMBI,33,270905.55
IVERMECTIN,333,269972.99999999994
AMPICILLIN TRIHYDRATE,1814,269964.36000000016
FORFIVO XL,67,269102.5399999999
ZYFLO,9,268703.37
STAVUDINE,173,266346.86000000004
CELONTIN,82,266179.0800000001
AXERT,37,266158.50000000006
TOPIRAMATE ER,35,266115.39999999997
FLURAZEPAM HCL,877,264747.9299999999
SKELAXIN,38,264279.21
LORAZEPAM INTENSOL,390,261388.14000000013
RESTORIL,30,261275.81999999998
METHOTREXATE SODIUM,786,261118.24000000017
TOBRADEX ST,73,260584.09000000008
SELENIUM SULFIDE,777,259469.59000000005
PHENADOZ,107,259114.40999999997
BETAPACE,29,259085.29
SYMBYAX,34,257502.63000000006
FOSINOPRIL-HYDROCHLOROTHIAZIDE,403,257107.56000000008
ANZEMET,2,255742.83000000002
ZANTAC,53,255739.44
XIGDUO XR,45,255731.36000000002
CRIXIVAN,43,255646.26
FIORICET,52,255283.71999999997
STALEVO 200,29,254909.5
ACTOPLUS MET XR,38,252863.52999999994
HECTOROL,22,252221.61000000004
PERINDOPRIL ERBUMINE,442,251223.1600000003
GLUCOPHAGE XR,175,250939.56999999977
FLURBIPROFEN,463,246903.57000000004
PHOSLYRA,79,246224.7800000001
RISPERDAL M-TAB,24,244610.39000000007
ZOFRAN,7,244341.31
JEVTANA,2,241284.69
GRANISETRON HCL,78,241064.62000000002
COMTAN,28,238175.92999999996
FOLIC ACID,1517,237268.13000000018
NUTROPIN AQ,11,233979.85
INTUNIV,53,233692.71000000005
FLURBIPROFEN SODIUM,282,233670.76000000015
RITALIN,130,233490.45000000007
ARCALYST,1,227065.85
NAPHAZOLINE HCL,338,224619.97000000003
MOZOBIL,1,223897.81
PROTOPIC,23,223815.93999999997
RILUTEK,8,223547.82
ZEMPLAR,43,221910.47999999998
VENTAVIS,1,221825.67
PHOSPHA 250 NEUTRAL,375,220263.21000000008
PRENATAL PLUS,897,219387.3499999999
CALAN SR,88,219351.31999999992
ANADROL-50,5,219029.07
CHLORDIAZEPOXIDE HCL,1570,218936.92
GRANIX,7,215192.03
COSENTYX (2 SYRINGES),2,215069.88
SULFADIAZINE,36,214284.34999999998
OXYCODONE HCL-ASPIRIN,181,214143.93999999994
REMERON,99,213743.43999999997
CORLANOR,31,211724.56999999995
METHYLDOPA,781,211280.08000000002
SURMONTIL,40,211222.36
CILOXAN,67,210690.6
NUVARING,146,210623.10000000003
AMARYL,107,210341.9599999999
CEFACLOR,186,208775.1300000001
ADCETRIS,1,208201.73
HUMIRA PEN CROHN'S-UC-HS,2,205782.7
BECONASE AQ,58,205749.15999999997
MOBIC,48,205690.69999999995
MITOMYCIN,8,205227.52999999997
XEOMIN,5,204478.13
ARAVA,12,202615.42
ZOLMITRIPTAN ODT,110,201448.54999999996
NIFEDIPINE,186,201012.29000000004
FEMRING,36,198996.21000000002
AMOXAPINE,255,196924.69999999998
BUPAP,20,193613.58
AMINOCAPROIC ACID,23,193552.86
ERYTHROMYCIN ETHYLSUCCINATE,39,191575.80999999994
RETIN-A,148,191239.27999999988
SINEMET CR,52,191056.06000000006
RIMSO-50,16,189037.12
ARZERRA,1,189011.04
DEXTROSE 5%-0.45% NACL,520,188661.9800000001
RENACIDIN,140,188283.46999999983
ESTROPIPATE,667,188261.7999999998
ABILIFY DISCMELT,14,187653.72
UNIFINE PENTIPS PLUS,408,186947.5199999999
VIOKACE,13,186896.84
BUTALBITAL-ACETAMINOPHEN,183,186091.79999999996
XULANE,139,183977.05999999997
TELMISARTAN-AMLODIPINE,97,183319.36
ROCALTROL,109,180657.97999999998
PYRIDOSTIGMINE BROMIDE ER,14,178415.2
POLYMYXIN B SULFATE,81,177121.69999999998
INTERMEZZO,50,176564.85000000006
STALEVO 125,23,176229.08
BACITRACIN-POLYMYXIN,343,176000.1199999999
DIASTAT ACUDIAL,17,173702.20999999996
CLIMARA PRO,90,173190.73999999993
CORTIFOAM,18,173173.55999999997
PREDNISOLONE SODIUM PHOSPHATE,159,171882.75999999992
SULAR,29,171719.77999999997
IXEMPRA,3,171622.82
RASUVO,18,169710.72
LANSOPRAZOL-AMOXICIL-CLARITHRO,20,169026.52
ORTHO TRI-CYCLEN LO,98,167829.56000000003
DESOXYN,11,167263.08
ATACAND HCT,98,166361.21999999994
DAYTRANA,39,166113.77000000002
CHORIONIC GONADOTROPIN,11,165113.07
ZONTIVITY,29,164224.91000000003
GABLOFEN,6,163980.64
XENICAL,23,163335.11000000002
ZONALON,12,162696.65
BRISDELLE,74,162116.86000000007
HYOSCYAMINE SULFATE,246,160872.03999999995
DEXMETHYLPHENIDATE HCL,151,160606.4699999999
FIORICET WITH CODEINE,15,160594.34000000003
SECONAL SODIUM,8,160448.29
ADAPALENE,54,159157.28
DEMEROL,88,158973.17000000004
GLYBURIDE MICRONIZED,760,158532.35000000003
CONSTULOSE,331,158476.77
ABELCET,5,158369.06
CLOBEX,14,158128.12
ZANAFLEX,35,157374.78999999998
PREVIDENT,596,157261.91999999998
BIMATOPROST,29,156710.54999999996
ACCUPRIL,99,156457.01
DECITABINE,2,156413.52000000002
IMURAN,33,156330.09
PROSCAR,63,156031.22999999998
NORPACE CR,23,153927.68999999997
TRANEXAMIC ACID,42,153464.81
PROCHLORPERAZINE,94,152755.60000000003
TRIMETHOBENZAMIDE HCL,109,152258.93
BETAPACE AF,23,151930.54
PROMETHAZINE VC,163,150852.38999999998
CEFOXITIN,36,150548.56999999998
ARTHROTEC 75,44,150332.28999999998
LORTAB,23,149962.93000000002
FLOMAX,39,149868.18999999997
CUVPOSA,19,149557.57
SOLODYN,12,149545.13000000003
ULTRA COMFORT,498,149304.0599999999
ACUVAIL,18,149063.39999999997
MODERIBA,9,148601.37
APRACLONIDINE HCL,68,147943.35
TRILYTE WITH FLAVOR PACKETS,347,146197.52999999997
INCONTROL PEN NEEDLE,277,145379.57999999993
DUAVEE,60,144892.07999999996
PHOSPHOLINE IODIDE,58,144561.27999999997
ACTOPLUS MET,22,144259.51
LASIX,276,143355.53000000003
FUSILEV,4,143235.61
ZESTORETIC,52,142814.91
XARTEMIS XR,29,141930.83000000002
FML S.O.P.,65,141572.92
MIMVEY LO,93,141461.95000000004
CARTEOLOL HCL,323,141371.71000000002
NITRO-BID,152,138324.62
KENALOG-40,283,138114.26000000007
VIRAMUNE,15,137578.88
M-M-R II VACCINE,30,137022.43000000002
SIVEXTRO,3,136606.72999999998
ZOLADEX,7,135882.07
XIAFLEX,2,135834.32
ALPRAZOLAM XR,274,134181.18999999997
TRIFLURIDINE,68,133201.44
MOEXIPRIL-HYDROCHLOROTHIAZIDE,265,132878.53999999992
WATER,297,131936.91000000003
CORGARD,58,131828.03999999995
ZERBAXA,9,131268.7
DOXYCYCLINE IR-DR,14,131044.67999999998
PANRETIN,2,130994.76999999999
SPRINTEC,716,130516.37999999992
SIGNIFOR LAR,1,129888.96
DILANTIN-125,71,129880.79000000002
ZARONTIN,40,129254.54999999999
TINIDAZOLE,42,128569.18
EASY COMFORT INSULIN SYRINGE,146,128021.14
CATAPRES,46,128006.99999999999
PERTZYE,6,126680.84000000001
BLEPHAMIDE,40,126431.41999999997
LUPRON DEPOT-PED,6,125506.57
FORTESTA,21,125348.92000000001
PRUDOXIN,23,124858.40999999999
ULTRAM ER,31,124493.66999999998
AVINZA,18,124483.75
EPIVIR HBV,26,124192.87
AZELEX,24,124130.79999999997
UNITHROID,215,123673.90000000001
ALPRAZOLAM ODT,66,123272.71999999999
PYLERA,14,123235.27000000002
ULTRACET,37,122978.49000000002
CHLOROTHIAZIDE,259,122103.28999999996
FIORINAL,30,121992.53000000001
LOPREEZA,69,120893.10999999999
HUMALOG KWIKPEN U-200,8,120386.18000000001
COMPRO,80,120331.85000000002
AFREZZA,18,120255.91000000002
NALFON,14,120019.35
MENOSTAR,50,119867.75000000003
MARPLAN,18,119193.88
CLARINEX-D 12 HOUR,36,118961.47
REPATHA SURECLICK,4,118854.73
MAPROTILINE HCL,122,118645.54999999996
PRINIVIL,116,118072.65
GLUCOTROL XL,114,117326.99999999994
TOFRANIL-PM,7,116676.15999999999
CARBOPLATIN,78,116570.20999999999
ACTIGALL,14,116553.98999999999
KENALOG,12,116294.84000000001
TRI-SPRINTEC,681,116074.02999999987
SEVELAMER CARBONATE,19,116042.57999999999
TOBREX,51,115640.77999999998
NEXIUM I.V.,13,115454.8
GRISEOFULVIN,30,114424.5
EASY-TOUCH INSULIN SYRINGE,329,113187.81000000008
METHYLPREDNISOLONE SOD SUCC,115,112683.74000000002
SOOLANTRA,24,112118.77999999998
ZOFRAN ODT,4,111340.45
TESTOSTERONE ENANTHATE,85,111067.33000000002
FAMVIR,8,111015.73000000001
ACZONE,22,110702.90999999999
QUDEXY XR,10,110387.91
NIACOR,333,109872.17000000006
AVANDIA,23,109864.69
PREMPHASE,66,109157.04000000002
VELETRI,1,108948.69
NORITATE,6,108607.20999999999
DITROPAN XL,40,107501.20999999999
GLEOSTINE,23,105406.77
DYSPORT,4,105380.79000000001
PROMETRIUM,58,105023.88999999998
AMCINONIDE,16,104614.72
ARTHROTEC 50,30,104423.17000000003
LEVOFLOXACIN-D5W,134,103918.01999999997
ALOCRIL,35,103670.83999999998
DYAZIDE,142,102774.96000000006
CARNITOR,20,102332.57
CONZIP,20,102294.27000000002
PREVNAR 13,21,102113.95999999999
PREDNISOLONE,377,101553.97000000004
DOXORUBICIN HCL LIPOSOME,2,101110.34
SEMPREX-D,30,101019.86000000003
PROCTOFOAM-HC,47,100114.64000000003
BUNAVAIL,22,99877.94
CYCLOPENTOLATE HCL,177,99855.08000000003
CLOCORTOLONE PIVALATE,11,99294.55
XANAX XR,18,98999.04999999999
RYTHMOL,18,98784.06999999999
JUNEL FE,379,98468.35000000005
ACTIVELLA,38,98256.82999999997
SF 5000 PLUS,698,96099.26999999997
LONSURF,1,95891.58
DOXY 100,22,95555.64000000001
SULFACETAMIDE-PREDNISOLONE,107,95153.43000000005
AMPHOTERICIN B,21,94977.19999999998
NORTREL,358,94464.18999999993
VEREGEN,3,94315.01
STARLIX,33,94161.95000000001
NEOMYCIN-POLYMYXIN B,71,93996.76999999997
FOSAMAX,58,93003.70999999999
YF-VAX,22,92750.18
PEGANONE,20,92479.67999999998
NALOXONE HCL,43,92112.98999999999
BENZONATATE,171,91748.12000000002
RIMANTADINE HCL,26,91717.24999999999
HEXALEN,4,91622.17
PACLITAXEL,51,91312.22999999998
PROZAC WEEKLY,34,90410.75000000001
EMCYT,5,89541.89
CARDURA,61,89483.09
ARISTADA,3,88676.81
PROPRANOLOL-HYDROCHLOROTHIAZID,175,87891.21000000002
CRYSELLE,311,87793.98999999999
DEFEROXAMINE MESYLATE,17,87196.09999999999
TABLOID,9,87076.78
NECON,313,86741.58000000003
ISONIAZID,583,86649.34
OCELLA,135,85993.14999999998
DOXIL,2,85957.20999999999
SOLU-MEDROL,157,85795.00999999998
PEGINTRON REDIPEN,3,85781.57999999999
STALEVO 75,11,85598.85
RHINOCORT AQUA,41,85568.49000000002
LITE TOUCH,143,84903.14
DEPO-PROVERA,14,84387.79000000001
ELIXOPHYLLIN,33,84270.36
ALORA,80,84252.60999999997
LITHIUM,143,84055.70999999998
FEMHRT,55,83781.76999999999
MAGELLAN INSULIN SAFETY SYRNG,54,83311.76999999999
ESOMEPRAZOLE STRONTIUM,38,82508.55
E.E.S. 400,14,82023.64
PROLEUKIN,1,81845.37
K-SOL,36,81836.18999999999
PEGASYS PROCLICK,2,80610.43
SIRTURO,1,80555.41
ASTAGRAF XL,7,80082.54000000001
VICTRELIS,1,80014.0
PENICILLIN G POTASSIUM,6,79993.92
GENTAK,196,79549.52000000002
GASTROCROM,3,79393.27
AZASAN,18,79323.31000000003
STROMECTOL,94,79197.73000000004
INSPRA,24,79079.42999999998
GALANTAMINE HYDROBROMIDE,23,78688.27000000002
CLARAVIS,14,78635.53
AVYCAZ,2,77608.37999999999
MICROGESTIN FE,299,76457.41000000002
XYZAL,52,76420.31
CASODEX,12,76100.18999999999
GILDESS FE,319,75756.28000000003
LO LOESTRIN FE,57,75084.97999999998
TREXALL,32,74915.10000000002
CLINIMIX E,11,74828.75
EASY TOUCH ALCOHOL PREP PADS,516,74195.02999999985
CORTEF,57,74151.10000000002
TOPICORT,12,73748.79000000001
PFIZERPEN,27,73644.28
CATAPRES-TTS 1,28,73643.29
IRESSA,1,73262.85
CETIRIZINE HCL,217,73008.22999999998
TOLMETIN SODIUM,31,72699.25
GLUCOVANCE,42,72501.59
PAREGORIC,17,72196.53999999998
RECTIV,10,71938.01
OXSORALEN-ULTRA,1,71913.39
TYZEKA,7,71860.32
LIORESAL INTRATHECAL,4,71677.76
METHENAMINE MANDELATE,59,70604.24999999999
MILRINONE IN 5% DEXTROSE,5,70418.62
TRANXENE T-TAB,10,70145.17999999998
ULTRESA,2,69799.05
STRIVERDI RESPIMAT,31,69530.43000000001
WELLBUTRIN,26,69394.04999999999
METADATE CD,18,69346.75
DIAMOX SEQUELS,12,69226.93
DOVONEX,7,68738.06
COARTEM,10,68063.11
SURE COMFORT ALCOHOL,336,67835.11999999995
CYANOCOBALAMIN INJECTION,197,67834.35000000006
DOBUTAMINE HCL IN DEXTROSE,19,67716.52999999998
ALDACTONE,50,67601.75000000001
CARDIZEM,7,67371.31
GOLYTELY,156,66549.55000000002
ENJUVIA,52,66415.21999999999
GAMASTAN S-D,7,66048.27
AMBISOME,6,65939.12000000001
STALEVO 50,7,65680.96999999999
PRANDIMET,9,65619.86
MYCOBUTIN,7,64781.159999999996
URSO FORTE,11,64760.32000000001
ELIGARD,9,64340.579999999994
BCG (TICE STRAIN),8,64266.89
MECLOFENAMATE SODIUM,11,64045.49
AMERGE,7,64042.469999999994
ERGOLOID MESYLATES,11,63892.65
DIFLUCAN,6,63811.479999999996
ACCOLATE,25,63594.33
TYLENOL-CODEINE NO.4,23,63398.88
MACRODANTIN,17,63197.05
CLEMASTINE FUMARATE,128,62929.340000000026
ZIAC,29,62846.75000000002
APRI,261,62702.12999999998
LACTATED RINGERS,77,62067.93000000001
UROCIT-K,21,61863.86
TOBI,1,61770.5
MYOBLOC,3,61705.06
TRINESSA,315,61219.89000000001
SONATA,17,61058.54
CLOBETASOL EMULSION,7,60942.77
BACTROBAN NASAL,26,60790.409999999996
NARDIL,30,60718.38000000002
CARBINOXAMINE MALEATE,83,60650.71
FENOPROFEN CALCIUM,24,60235.88999999999
GANCICLOVIR SODIUM,8,60214.310000000005
TETANUS DIPHTHERIA TOXOIDS,82,59919.24000000001
VFEND,2,59864.759999999995
LESCOL,30,59846.50000000001
PROTONIX IV,42,59470.240000000005
FOSCAVIR,1,59130.22
CORTISPORIN,22,58867.89
VERELAN,18,58858.26999999999
TREZIX,11,58839.8
ESTRADIOL VALERATE,25,58618.90000000001
VANCOMYCIN,64,58465.36
GIANVI,90,58353.68999999996
MINASTRIN 24 FE,40,58223.569999999985
RESCRIPTOR,12,58109.990000000005
AUVI-Q,9,57562.01
DERMACINRX SILAPAK,1,57005.19
CYCLAFEM,220,56952.92999999997
LOW-OGESTREL,217,56290.95000000005
DEPACON,1,55314.48
DENTA 5000 PLUS,427,55277.46000000002
TRI-PREVIFEM,283,55125.49999999999
ALTABAX,11,55021.40999999999
NORETHINDRONE,235,54793.41
DEPO-ESTRADIOL,37,54716.98000000001
EVAMIST,26,54659.62
TOFRANIL,5,54330.659999999996
METADATE ER,39,54278.51
AKYNZEO,6,54271.07000000001
AEROSPAN,15,54077.52000000001
BUTISOL SODIUM,18,53327.12
TIMOPTIC-XE,22,53177.36000000001
METHYLPREDNISOLONE ACETATE,103,53128.74999999999
METHYCLOTHIAZIDE,88,52848.25000000001
CLINIMIX,7,52658.030000000006
PEPCID,9,52201.880000000005
ZENZEDI,9,51598.04000000001
CAFERGOT,10,51576.11
TWYNSTA,21,51527.36
ERTACZO,6,51523.47
TORISEL,1,51069.02
MIRVASO,13,50974.12
DETROL,17,50849.00000000001
ARNUITY ELLIPTA,15,50810.56
SYNERCID,2,50457.11
VEXOL,30,50398.67
INSUPEN,127,50188.01999999996
TIAZAC,41,50098.909999999996
LYSODREN,5,49751.130000000005
QUILLIVANT XR,9,49727.65
BACTROBAN,11,49669.65999999999
HALAVEN,1,49665.58
TRETINOIN MICROSPHERE,8,49565.62000000001
KLOR-CON M15,83,49335.12000000001
LORYNA,76,49011.929999999986
PRAMOSONE,15,48789.33000000001
MATULANE,2,48505.54
BLEPHAMIDE S.O.P.,24,48137.49000000001
JUNEL,173,48087.89999999998
NORPRAMIN,14,48028.39
BIAXIN,9,47594.13
LUZU,2,47546.009999999995
DERMASILKRX SDS,1,47380.83
ELESTRIN,16,47243.670000000006
ERAXIS (WATER DILUENT),3,47149.509999999995
MIDAZOLAM HCL,85,46988.59
CORTISONE ACETATE,33,46755.42
TRUSOPT,37,46526.95999999999
SALICYLIC ACID,15,46214.340000000004
METROGEL,7,45793.96
NADOLOL-BENDROFLUMETHIAZIDE,32,45311.43000000001
VAQTA,20,45175.98
ACETIC ACID-ALUMINUM,37,44761.98000000002
VIBRAMYCIN,19,44610.06
NEOMYCIN-POLYMYXIN-GRAMICIDIN,50,44469.600000000006
CIPRO HC,13,43879.700000000004
MAXZIDE,34,43805.04000000001
MENACTRA,13,43697.09
VERELAN PM,16,43616.99999999999
DALVANCE,2,43282.520000000004
URSO,10,43186.31999999999
APEXICON E,5,42785.520000000004
ALCOHOL SWABS,771,42778.899999999965
AZACTAM,6,42748.74
TYBOST,15,42247.030000000006
SAFETYGLIDE INSULIN SYRINGE,52,41464.11
MALATHION,10,41409.4
SOLU-CORTEF,44,41368.95
PRALUENT PEN,2,40861.57000000001
FENOGLIDE,6,40805.64
DUETACT,7,40492.729999999996
PHENOXYBENZAMINE HCL,1,40346.73
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
